City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Maceio,BR,2021-04-03 18:25:38,-9.6658,-35.7353,86.0,66,75,17.27
295,Lata,PT,2021-04-03 18:29:32,40.1629,-8.3327,63.0,90,53,3.0
296,Faanui,PF,2021-04-03 18:29:33,-16.4833,-151.75,81.63,71,63,7.0
297,Cedar City,US,2021-04-03 18:29:33,37.6775,-113.0619,73.4,14,1,16.11
298,San Matias,BO,2021-04-03 18:29:33,-16.3667,-58.4,87.58,50,95,3.36
299,Carutapera,BR,2021-04-03 18:29:33,-1.195,-46.02,82.15,84,76,7.83
300,Beyla,GN,2021-04-03 18:29:34,8.6833,-8.6333,90.52,24,81,4.29
301,Kokoda,PG,2021-04-03 18:29:34,-8.8785,147.7407,74.61,99,100,3.09
302,Alcudia,ES,2021-04-03 18:29:34,39.8532,3.1214,63.0,82,20,6.91
303,Evensk,RU,2021-04-03 18:29:35,61.95,159.2333,-4.09,78,3,9.66
304,Vestmannaeyjar,IS,2021-04-03 18:29:35,63.4427,-20.2734,42.8,93,90,29.93
305,Filadelfia,US,2021-04-03 18:25:30,39.9523,-75.1638,52.0,23,20,6.91
306,Cunday,CO,2021-04-03 18:29:36,4.06,-74.6921,82.58,71,96,3.96
307,Liusha,CN,2021-04-03 18:29:36,27.2098,108.59,45.21,94,100,3.71
308,Kpandae,GH,2021-04-03 18:29:36,8.4689,-0.0113,97.3,19,95,0.63
309,Seinajoki,FI,2021-04-03 18:27:44,62.7945,22.8282,37.4,70,75,4.61
310,Faya,SA,2021-04-03 18:29:37,18.3851,42.4509,68.0,77,0,4.61
311,Rocha,UY,2021-04-03 18:29:37,-34.4833,-54.3333,73.42,59,78,9.22
312,Chokwe,MZ,2021-04-03 18:29:37,-24.5333,32.9833,72.05,82,44,8.95
313,Henties Bay,NA,2021-04-03 18:29:38,-22.116,14.2845,64.99,84,3,1.01
314,Iracoubo,GF,2021-04-03 18:29:38,5.4802,-53.2011,80.47,84,89,9.64
315,Yar-Sale,RU,2021-04-03 18:29:38,66.8333,70.8333,15.75,99,77,8.1
316,Neftegorsk,RU,2021-04-03 18:29:38,52.802,51.166,34.11,91,100,1.99
317,Marawi,PH,2021-04-03 18:29:39,7.9986,124.2928,68.31,96,67,0.6
318,Ankang,CN,2021-04-03 18:29:39,32.68,109.0172,51.62,85,100,4.41
319,Port Hueneme,US,2021-04-03 18:29:39,34.1478,-119.1951,62.6,77,75,9.22
320,Mangan,IN,2021-04-03 18:29:40,27.5167,88.5333,58.6,54,47,8.68
321,Big Rapids,US,2021-04-03 18:29:40,43.6981,-85.4837,55.0,37,1,14.97
322,Ous,RU,2021-04-03 18:29:40,60.9058,61.5186,34.02,92,96,7.74
323,Kudahuvadhoo,MV,2021-04-03 18:29:41,2.6708,72.8944,83.64,74,19,14.38
324,Zyryanka,RU,2021-04-03 18:29:41,65.75,150.85,-22.29,100,88,5.48
325,Poum,NC,2021-04-03 18:29:41,-20.2333,164.0167,79.74,82,100,16.4
326,Ornskoldsvik,SE,2021-04-03 18:29:41,63.2909,18.7153,37.4,87,75,6.91
327,Fukue,JP,2021-04-03 18:29:42,32.6881,128.8419,62.74,95,99,15.64
328,Huescar,ES,2021-04-03 18:29:42,37.811,-2.5412,59.0,80,55,3.94
329,Vung Tau,VN,2021-04-03 18:29:42,10.346,107.0843,81.23,80,56,16.71
330,Road Town,VG,2021-04-03 18:25:29,18.4167,-64.6167,84.2,65,75,10.36
331,Katakwi,UG,2021-04-03 18:29:43,1.8911,33.9661,74.89,62,87,1.63
332,Coyah,GN,2021-04-03 18:29:43,9.75,-13.4167,86.0,70,40,11.5
333,Sinegorye,RU,2021-04-03 18:29:43,62.0788,150.477,-4.7,98,100,0.69
334,Leova,MD,2021-04-03 18:29:44,46.4786,28.2553,45.68,82,100,5.01
335,Nosy Varika,MG,2021-04-03 18:29:44,-20.5833,48.5333,75.09,75,0,1.99
336,Kholtoson,RU,2021-04-03 18:29:44,50.2981,103.3097,28.0,50,8,3.83
337,Pacifica,US,2021-04-03 18:29:45,37.6138,-122.4869,57.0,54,75,18.41
338,Palmas,BR,2021-04-03 18:29:45,-10.2128,-48.3603,87.8,58,40,4.61
339,Bonthe,SL,2021-04-03 18:29:45,7.5264,-12.505,83.41,72,41,11.1
340,Custoias,PT,2021-04-03 18:29:45,41.1053,-7.321,73.0,57,4,3.18
341,Nanortalik,GL,2021-04-03 18:29:46,60.1432,-45.2371,36.34,99,100,1.34
342,Aloleng,PH,2021-04-03 18:29:46,16.1307,119.7824,79.54,85,12,4.68
343,Arlit,NE,2021-04-03 18:29:46,18.7369,7.3853,83.55,6,9,8.81
344,Tessalit,ML,2021-04-03 18:29:47,20.1986,1.0114,88.12,5,27,8.72
345,Pingliang,CN,2021-04-03 18:29:47,35.5392,106.6861,40.44,96,100,3.33
346,Luderitz,NA,2021-04-03 18:29:47,-26.6481,15.1594,72.72,53,0,15.75
347,Ichinoseki,JP,2021-04-03 18:29:48,38.9167,141.1333,48.96,95,27,0.96
348,Daud Khel,PK,2021-04-03 18:29:48,32.875,71.5701,72.68,16,17,4.32
349,La Ronge,CA,2021-04-03 18:29:48,55.1001,-105.2842,42.8,36,40,5.75
350,Conakry,GN,2021-04-03 18:29:49,9.538,-13.6773,86.0,70,40,11.5
351,Palmas Bellas,PA,2021-04-03 18:29:49,9.2319,-80.0867,86.0,62,100,13.0
352,Caravelas,BR,2021-04-03 18:29:49,-17.7125,-39.2481,81.3,70,82,7.81
353,Rundu,NA,2021-04-03 18:29:49,-17.9333,19.7667,72.01,46,2,4.81
354,Samana,DO,2021-04-03 18:29:50,19.2056,-69.3369,86.0,66,20,6.91
355,Casablanca,MA,2021-04-03 18:25:55,33.5928,-7.6192,64.4,68,20,11.5
356,Grindavik,IS,2021-04-03 18:25:14,63.8424,-22.4338,42.8,100,90,29.93
357,Deqing,CN,2021-04-03 18:29:50,30.5448,119.9599,55.0,82,100,7.0
358,Rovaniemi,FI,2021-04-03 18:25:26,66.5,25.7167,32.0,69,0,12.66
359,Trincomalee,LK,2021-04-03 18:29:51,8.5711,81.2335,80.26,68,77,8.63
360,Ust-Kuyga,RU,2021-04-03 18:29:51,70.0167,135.6,-12.84,97,100,5.12
361,Choconta,CO,2021-04-03 18:29:51,5.1447,-73.6858,59.38,78,98,6.15
362,Cairns,AU,2021-04-03 18:25:17,-16.9167,145.7667,75.2,88,90,8.05
363,Mandalgovi,MN,2021-04-03 18:29:52,45.7625,106.2708,30.22,47,4,3.0
364,Sioux Lookout,CA,2021-04-03 18:29:52,50.1001,-91.917,53.6,26,20,14.97
365,Oussouye,SN,2021-04-03 18:29:52,12.485,-16.5469,93.2,78,0,4.61
366,Vao,NC,2021-04-03 18:29:53,-22.6667,167.4833,75.78,76,100,27.07
367,Ondjiva,AO,2021-04-03 18:29:53,-17.0667,15.7333,75.09,48,78,5.61
368,Trinidad,BO,2021-04-03 18:29:53,-14.8333,-64.9,82.4,78,75,3.44
369,Mareeba,AU,2021-04-03 18:26:18,-17.0,145.4333,75.2,88,90,8.05
370,Kahului,US,2021-04-03 18:26:17,20.8947,-156.47,71.6,83,40,8.05
371,Lazaro Cardenas,MX,2021-04-03 18:25:32,17.9583,-102.2,87.39,46,5,9.51
372,Abu Dhabi,AE,2021-04-03 18:26:15,24.4667,54.3667,78.8,78,0,8.05
373,Dubbo,AU,2021-04-03 18:25:34,-32.25,148.6167,57.2,94,68,6.91
374,Tongliao,CN,2021-04-03 18:29:54,43.6125,122.2653,37.4,26,56,2.86
375,Urubicha,BO,2021-04-03 18:29:54,-15.3833,-62.95,80.87,69,100,2.3
376,Progreso,MX,2021-04-03 18:28:14,21.2833,-89.6667,82.99,34,40,4.61
377,Kefamenanu,ID,2021-04-03 18:29:55,-9.4467,124.4781,70.68,97,100,11.99
378,Nampula,MZ,2021-04-03 18:29:55,-15.1165,39.2666,71.6,94,90,5.75
379,Charters Towers,AU,2021-04-03 18:26:43,-20.1,146.2667,66.06,91,6,7.78
380,Atar,MR,2021-04-03 18:29:55,20.5169,-13.0499,105.8,13,75,9.22
381,Penzance,GB,2021-04-03 18:27:11,50.1186,-5.5371,46.4,71,22,9.22
382,Marienburg,PL,2021-04-03 18:29:56,54.0359,19.0266,37.99,72,31,9.42
383,Ahipara,NZ,2021-04-03 18:29:56,-35.1667,173.1667,59.5,88,30,0.6
384,Mackay,AU,2021-04-03 18:29:56,-21.15,149.2,71.6,94,90,14.97
385,Upata,VE,2021-04-03 18:29:57,8.0086,-62.3989,91.8,36,99,7.4
386,Kargil,IN,2021-04-03 18:29:57,34.5667,76.1,20.05,42,4,5.19
387,Praya,CV,2021-04-03 18:29:57,14.9215,-23.5087,86.0,21,0,16.11
388,Voznesenye,RU,2021-04-03 18:29:58,61.0106,35.4781,27.14,94,57,3.24
389,Tabuk,PH,2021-04-03 18:29:58,17.4189,121.4443,71.1,66,0,2.06
390,Margate,GB,2021-04-03 18:29:58,51.3813,1.3862,46.99,68,84,8.01
391,Touros,BR,2021-04-03 18:29:59,-5.1989,-35.4608,84.2,70,40,12.66
392,San Policarpo,PH,2021-04-03 18:29:59,12.1791,125.5072,80.8,74,81,10.47
393,Georgiyevskoye,RU,2021-04-03 18:29:59,58.731,45.024,28.04,95,99,4.09
394,Ilhabela,BR,2021-04-03 18:26:17,-23.7781,-45.3581,75.78,79,37,5.19
395,Panevezys,LT,2021-04-03 18:30:00,55.7333,24.35,33.8,69,0,5.75
396,Iqaluit,CA,2021-04-03 18:30:00,63.7506,-68.5145,0.0,60,20,2.3
397,Nelas,PT,2021-04-03 18:30:00,40.5322,-7.8515,69.01,51,14,4.54
398,Villafranca Di Verona,IT,2021-04-03 18:30:01,45.3524,10.8402,57.2,44,0,9.22
399,Urusha,RU,2021-04-03 18:30:01,54.05,122.9,15.85,97,89,1.97
400,Chegdomyn,RU,2021-04-03 18:30:01,51.1167,133.0167,14.27,87,8,2.24
401,Besancon,FR,2021-04-03 18:30:02,47.2488,6.0182,46.99,44,94,13.76
402,Ketchikan,US,2021-04-03 18:30:02,55.3422,-131.6461,36.28,88,93,3.56
403,Kulhudhuffushi,MV,2021-04-03 18:30:02,6.6221,73.07,83.68,66,31,11.97
404,Okha,RU,2021-04-03 18:30:03,53.5739,142.9478,25.07,93,100,29.42
405,Aguimes,ES,2021-04-03 18:30:05,27.9054,-15.4461,68.0,64,20,24.16
406,Jiuquan,CN,2021-04-03 18:30:05,39.7432,98.5174,43.07,72,100,9.08
407,Linhares,BR,2021-04-03 18:30:05,-19.3911,-40.0722,80.8,68,100,7.94
408,Roma,US,2021-04-03 18:30:06,43.2128,-75.4557,46.0,39,1,9.22
409,Mount Isa,AU,2021-04-03 18:30:06,-20.7333,139.5,68.0,56,0,5.75
410,Halifax,CA,2021-04-03 18:29:59,44.6453,-63.5724,37.99,81,100,6.91
411,Port Augusta,AU,2021-04-03 18:30:06,-32.5,137.7667,66.2,72,0,6.91
412,Zhangye,CN,2021-04-03 18:30:07,38.9342,100.4517,43.74,50,100,1.34
413,Avera,US,2021-04-03 18:30:07,33.194,-82.5271,61.0,23,1,4.61
414,Shugurovo,RU,2021-04-03 18:30:07,54.5083,52.1326,34.09,88,100,7.23
415,Airai,TL,2021-04-03 18:30:08,-8.9266,125.4092,61.32,95,100,5.75
416,Ostersund,SE,2021-04-03 18:30:08,63.1792,14.6357,37.4,81,40,26.46
417,Redan,US,2021-04-03 18:30:08,33.7454,-84.1316,61.0,35,100,1.99
418,Itarema,BR,2021-04-03 18:30:09,-2.9248,-39.9167,83.14,76,33,15.64
419,Saldanha,ZA,2021-04-03 18:30:09,-33.0117,17.9442,66.2,72,0,11.5
420,Asau,RO,2021-04-03 18:30:09,46.4333,26.4,37.0,69,100,2.08
421,Belyy Yar,RU,2021-04-03 18:30:09,53.6039,91.3903,33.8,55,0,6.71
422,Hovd,MN,2021-04-03 18:30:10,48.0056,91.6419,30.43,29,0,2.62
423,Ixtapa,MX,2021-04-03 18:30:10,20.7,-105.2,78.8,78,20,10.36
424,Juneau,US,2021-04-03 18:30:10,58.3019,-134.4197,36.0,80,75,3.44
425,Itacarambi,BR,2021-04-03 18:30:11,-15.1022,-44.0919,89.38,42,100,1.9
426,Kununurra,AU,2021-04-03 18:30:11,-15.7667,128.7333,75.2,88,87,4.59
427,Sao Joao Da Barra,BR,2021-04-03 18:30:11,-21.6403,-41.0511,84.2,54,75,4.61
428,Darnah,LY,2021-04-03 18:30:12,32.767,22.6367,68.61,42,0,11.88
429,Rio Gallegos,AR,2021-04-03 18:30:12,-51.6226,-69.2181,50.0,46,75,25.32
430,Leningradskiy,RU,2021-04-03 18:30:12,69.3833,178.4167,-19.26,93,100,4.36
431,Pilar,BR,2021-04-03 18:25:50,-9.5972,-35.9567,86.0,66,75,17.27
432,Sudak,UA,2021-04-03 18:30:13,44.85,34.9667,46.15,71,47,4.16
433,Tarko-Sale,RU,2021-04-03 18:30:13,64.9225,77.785,30.16,90,100,10.4
434,Sinnamary,GF,2021-04-03 18:30:13,5.3833,-52.95,80.31,83,87,11.25
435,Sola,VU,2021-04-03 18:30:14,-13.8833,167.55,80.6,94,75,16.17
436,Megion,RU,2021-04-03 18:30:14,61.0296,76.1136,35.6,100,90,6.71
437,Panaba,MX,2021-04-03 18:30:14,21.2833,-88.2667,86.68,30,1,17.0
438,Comodoro Rivadavia,AR,2021-04-03 18:30:01,-45.8667,-67.5,75.2,35,0,13.8
439,Weihe,CN,2021-04-03 18:30:15,32.9952,105.3247,45.21,89,100,2.51
440,Genappe,BE,2021-04-03 18:30:15,50.609,4.449,48.2,53,20,8.05
441,Nemuro,JP,2021-04-03 18:30:15,43.3236,145.575,38.91,98,100,6.04
442,Namibe,AO,2021-04-03 18:30:16,-15.1961,12.1522,78.08,77,42,8.08
443,Elizabeth City,US,2021-04-03 18:30:16,36.2946,-76.2511,54.0,24,1,8.05
444,Klamath Falls,US,2021-04-03 18:27:41,42.2249,-121.7817,60.8,23,1,5.75
445,Vanavara,RU,2021-04-03 18:30:16,60.34,102.2797,20.07,97,100,0.85
446,Songkhla,TH,2021-04-03 18:30:17,6.8333,100.6667,78.8,100,40,2.39
447,Atambua,ID,2021-04-03 18:30:17,-9.1061,124.8925,72.63,94,100,17.52
448,Thinadhoo,MV,2021-04-03 18:30:17,0.5333,72.9333,83.14,76,50,15.79
449,Qujing,CN,2021-04-03 18:30:19,25.4833,103.7833,64.99,56,99,1.99
450,Stykkisholmur,IS,2021-04-03 18:30:19,65.0757,-22.7297,38.77,95,100,15.1
451,Mugumu,TZ,2021-04-03 18:30:19,-1.85,34.7,60.33,94,100,4.72
452,Nikki,BJ,2021-04-03 18:30:20,9.9401,3.2108,85.71,12,67,3.09
453,North Platte,US,2021-04-03 18:30:20,41.1239,-100.7654,77.0,15,1,12.66
454,Beloha,MG,2021-04-03 18:30:20,-25.1667,45.05,71.74,81,0,3.13
455,Necochea,AR,2021-04-03 18:30:21,-38.5473,-58.7368,71.96,54,100,5.1
456,Epitalion,GR,2021-04-03 18:30:21,37.6333,21.5,60.8,82,75,3.44
457,Sakakah,SA,2021-04-03 18:30:21,29.9697,40.2064,62.6,19,0,8.05
458,Pinerolo,IT,2021-04-03 18:30:22,44.8833,7.35,53.01,72,100,3.0
459,Kandrian,PG,2021-04-03 18:30:22,-6.2167,149.55,77.2,90,99,4.68
460,Shelburne,CA,2021-04-03 18:30:17,44.0787,-80.2041,50.0,27,40,19.57
461,Harrisburg,US,2021-04-03 18:26:01,40.2737,-76.8844,51.8,25,1,9.22
462,Kaeo,NZ,2021-04-03 18:30:22,-35.1,173.7833,57.99,96,12,1.28
463,Cuenca,EC,2021-04-03 18:26:11,-2.8833,-78.9833,69.8,56,75,10.36
464,Biskamzha,RU,2021-04-03 18:30:23,53.4497,89.5272,21.65,96,100,2.68
465,Kisangani,CD,2021-04-03 18:30:23,0.5167,25.2,75.42,80,100,2.35
466,Toyooka,JP,2021-04-03 18:30:23,35.5333,134.8333,59.76,77,95,9.73
467,Portland,US,2021-04-03 18:29:46,45.5234,-122.6762,57.0,66,75,3.44
468,Port Lincoln,AU,2021-04-03 18:30:24,-34.7333,135.8667,67.17,63,0,3.94
469,San Jose,US,2021-04-03 18:30:19,37.3394,-121.895,63.0,66,75,3.44
470,Barstow,US,2021-04-03 18:25:46,34.8986,-117.0228,80.6,10,1,17.27
471,Kungsbacka,SE,2021-04-03 18:30:24,57.4872,12.0761,41.0,56,0,9.22
472,Tandalti,SD,2021-04-03 18:30:25,13.0167,31.8667,83.84,11,95,14.97
473,Horconcitos,PA,2021-04-03 18:30:25,8.4682,-81.8007,81.61,48,94,8.9
474,Manta,EC,2021-04-03 18:27:10,-0.95,-80.7333,86.0,70,20,9.22
475,Midsalip,PH,2021-04-03 18:30:26,8.0,123.2667,79.0,88,100,2.48
476,Itaquyry,PY,2021-04-03 18:30:26,-24.9333,-55.2167,89.6,35,20,5.75
477,Itoman,JP,2021-04-03 18:30:26,26.1247,127.6694,73.4,88,75,5.75
478,Magalia,US,2021-04-03 18:30:27,39.8121,-121.5783,64.99,44,40,7.05
479,Labuan,MY,2021-04-03 18:30:27,5.2767,115.2417,80.01,100,20,3.76
480,Svetlaya,RU,2021-04-03 18:30:27,46.5389,138.3297,31.77,60,100,6.62
481,Rogatica,BA,2021-04-03 18:30:01,43.8008,19.0025,39.2,100,75,3.44
482,Kalabo,ZM,2021-04-03 18:30:28,-14.97,22.6814,69.06,50,2,5.26
483,Beisfjord,NO,2021-04-03 18:30:28,68.3751,17.5988,39.2,93,90,18.41
484,Chernoyerkovskaya,RU,2021-04-03 18:30:28,45.4331,37.7686,44.6,87,100,4.47
485,Alice Springs,AU,2021-04-03 18:30:29,-23.7,133.8833,59.0,77,0,6.91
486,Hualmay,PE,2021-04-03 18:30:29,-11.0964,-77.6139,75.7,69,90,11.92
487,Harlingen,US,2021-04-03 18:30:30,26.1906,-97.6961,73.0,64,90,19.57
488,Tukrah,LY,2021-04-03 18:30:30,32.5341,20.5791,68.4,35,6,11.92
489,Ranong,TH,2021-04-03 18:30:30,9.9658,98.6348,78.08,88,100,4.85
490,Bonavista,CA,2021-04-03 18:30:31,48.6499,-53.1147,55.4,54,92,8.05
491,Oistins,BB,2021-04-03 18:30:31,13.0667,-59.5333,82.4,54,40,24.16
492,Palora,EC,2021-04-03 18:30:31,-1.7,-77.9333,69.8,94,90,3.44
493,Waitara,NZ,2021-04-03 18:30:31,-38.925,174.25,54.0,70,5,5.01
494,Acapulco,MX,2021-04-03 18:30:32,16.8634,-99.8901,87.8,55,1,9.22
495,Edgewater,US,2021-04-03 18:30:32,28.9889,-80.9023,68.0,59,40,18.41
496,Egvekinot,RU,2021-04-03 18:30:32,66.3167,-179.1667,-5.55,82,100,17.31
497,Pemba,MZ,2021-04-03 18:30:33,-12.974,40.5178,82.4,83,75,8.05
498,Lubao,PH,2021-04-03 18:30:33,14.9167,120.55,77.0,78,40,2.3
499,Oktyabrskoye,RU,2021-04-03 18:30:33,43.0645,44.7417,51.8,76,90,2.24
500,Vuktyl,RU,2021-04-03 18:30:33,63.8567,57.3094,22.35,94,100,3.65
501,Nishihara,JP,2021-04-03 18:30:34,26.1842,127.7558,73.4,94,75,3.44
502,Takhtamygda,RU,2021-04-03 18:30:34,54.1,123.5667,14.52,96,96,2.19
503,Mayor Pablo Lagerenza,PY,2021-04-03 18:26:05,-19.9309,-60.7718,93.81,31,99,6.6
504,Verkhoyansk,RU,2021-04-03 18:30:34,67.5447,133.385,-8.88,99,100,3.53
505,Half Moon Bay,US,2021-04-03 18:30:35,37.4636,-122.4286,59.0,66,90,3.44
506,Sampit,ID,2021-04-03 18:30:35,-2.5333,112.95,74.59,98,92,2.26
507,Hirara,JP,2021-04-03 18:30:35,24.8,125.2833,74.17,84,99,19.91
508,San Ramon,US,2021-04-03 18:28:02,37.7799,-121.978,57.99,62,75,11.5
509,Carauari,BR,2021-04-03 18:29:44,-4.8828,-66.8958,82.56,86,88,4.16
510,Unna,DE,2021-04-03 18:30:36,51.5333,7.6833,50.0,46,0,5.75
511,Salalah,OM,2021-04-03 18:30:36,17.0151,54.0924,82.4,78,0,3.44
512,Settimo Torinese,IT,2021-04-03 18:30:37,45.1403,7.768,60.8,59,75,10.36
513,Iskateley,RU,2021-04-03 18:30:37,67.6803,53.1512,9.91,91,81,5.88
514,Volsk,RU,2021-04-03 18:30:03,52.0333,47.3833,34.43,99,100,2.3
515,Chernyshevskiy,RU,2021-04-03 18:30:37,63.0128,112.4714,-19.08,100,100,3.15
516,Guacimo,CR,2021-04-03 18:30:38,10.2104,-83.6807,80.01,56,75,24.16
517,Chiang Klang,TH,2021-04-03 18:30:38,19.2938,100.8617,75.09,86,52,2.21
518,Isla Vista,US,2021-04-03 18:30:38,34.4133,-119.861,57.2,72,20,9.22
519,Kelvington,CA,2021-04-03 18:30:39,52.1667,-103.5343,44.6,42,100,10.36
520,Ust-Koksa,RU,2021-04-03 18:30:39,50.2696,85.6108,20.73,71,0,2.15
521,Aswan,EG,2021-04-03 18:30:39,24.0934,32.907,70.54,14,0,11.03
522,Capinota,BO,2021-04-03 18:30:40,-17.7167,-66.2333,77.0,31,40,4.61
523,Aquin,HT,2021-04-03 18:30:40,18.2833,-73.4,80.02,71,47,2.68
524,Ipixuna,BR,2021-04-03 18:30:40,-1.7625,-48.8043,77.0,94,75,6.91
525,Turochak,RU,2021-04-03 18:30:41,52.2576,87.1224,27.18,98,98,2.37
526,Todos Santos,MX,2021-04-03 18:30:41,23.45,-110.2167,91.4,9,40,11.5
527,Abu Zabad,SD,2021-04-03 18:30:26,12.35,29.25,81.64,12,9,15.01
528,Bilibino,RU,2021-04-03 18:30:41,68.0546,166.4372,-22.13,94,83,4.36
529,Sahuaripa,MX,2021-04-03 18:30:42,29.05,-109.2333,89.06,10,1,4.56
530,West Point,US,2021-04-03 18:30:42,33.6076,-88.6503,62.6,29,1,6.91
531,Yulara,AU,2021-04-03 18:30:42,-25.2406,130.9889,66.2,45,0,5.75
532,Bandarbeyla,SO,2021-04-03 18:30:42,9.4942,50.8122,79.83,75,97,6.13
533,Porto Seguro,BR,2021-04-03 18:30:43,-16.4497,-39.0647,77.0,88,75,4.61
534,Severnyy,RU,2021-04-03 18:30:43,50.677,36.5532,41.0,56,0,4.47
535,Paraiso,CR,2021-04-03 18:30:43,9.8383,-83.8656,80.01,56,75,24.16
536,Yarmouth,US,2021-04-03 18:30:44,41.7057,-70.2286,44.6,33,1,9.22
537,Akdepe,TM,2021-04-03 18:30:44,42.0551,59.3788,53.6,82,90,13.8
538,Pucallpa,PE,2021-04-03 18:30:44,-8.3791,-74.5539,75.2,94,75,3.44
539,Orange Cove,US,2021-04-03 18:30:12,36.6244,-119.3137,72.0,55,1,4.61
540,Deputatskiy,RU,2021-04-03 18:30:45,69.3,139.9,-13.79,100,100,2.15
541,Ilulissat,GL,2021-04-03 18:30:45,69.2167,-51.1,6.8,66,40,10.36
542,Show Low,US,2021-04-03 18:26:13,34.2542,-110.0298,70.0,18,1,11.5
543,Biu,NG,2021-04-03 18:30:45,10.6129,12.1946,83.44,13,69,12.41
544,Amos,CA,2021-04-03 18:30:03,48.5669,-78.1162,44.6,31,90,6.91
545,Waipawa,NZ,2021-04-03 18:30:46,-41.4122,175.5153,62.01,72,75,23.02
