City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
633,Proletarskiy,RU,50.7914,35.7731,35.6,75,0,4.47,clear sky
634,Camocim,BR,-2.9022,-40.8411,76.08,91,44,9.44,scattered clouds
635,Qasigiannguit,GL,68.8193,-51.1922,1.4,66,17,8.05,few clouds
636,Saint-Georges,GD,12.0564,-61.7485,78.8,78,20,20.71,few clouds
637,Qaqortoq,GL,60.7167,-46.0333,37.4,93,90,1.14,drizzle
638,Broome,US,42.2506,-75.833,41.0,26,90,3.44,overcast clouds
639,Poya,NC,-21.35,165.15,82.69,72,99,8.32,overcast clouds
640,Visby,SE,57.6409,18.296,37.99,87,33,9.22,scattered clouds
641,Netrakona,BD,24.8833,90.7167,85.26,33,0,4.7,clear sky
642,Cashel,IE,52.5158,-7.8856,37.0,87,4,1.77,clear sky
643,Den Helder,NL,52.9599,4.7593,42.01,75,90,6.91,overcast clouds
644,Manaira,BR,-7.7061,-38.1544,66.02,69,0,2.59,clear sky
645,Cajamarca,PE,-7.1638,-78.5003,54.99,97,98,1.57,moderate rain
646,Tres Arroyos,AR,-38.3739,-60.2798,59.99,82,1,8.9,clear sky
647,Along,IN,28.1667,94.7667,77.09,41,76,1.83,broken clouds
648,Contamana,PE,-7.3333,-75.0167,72.25,99,99,2.71,overcast clouds
649,La Spezia,IT,44.1105,9.8434,53.01,55,9,1.01,clear sky
650,Sikonge,TZ,-5.6333,32.7667,66.2,94,40,4.07,scattered clouds
651,Batsfjord,NO,70.6345,29.7185,31.82,87,100,9.17,light snow
652,Terrace Bay,CA,48.7834,-87.1,28.4,93,94,4.74,overcast clouds
653,Mwanza,TZ,-2.5167,32.9,67.03,91,99,6.35,light rain
654,Gardabani,GE,41.4605,45.0928,46.4,66,0,14.97,clear sky
655,Manukan,PH,8.5333,123.1,86.0,79,64,16.69,broken clouds
656,Cimitarra,CO,6.3142,-73.9497,73.8,98,100,3.53,light rain
657,Moche,PE,-8.1711,-79.0092,70.75,83,62,6.35,broken clouds
658,Kalawit,PH,8.0667,122.5167,85.28,71,87,12.12,overcast clouds
659,Inuvik,CA,68.3499,-133.7218,-0.4,65,96,5.75,overcast clouds
660,Sokolka,PL,53.4072,23.5023,30.99,88,13,5.19,few clouds
661,Benoy,TD,8.9833,16.3199,81.64,16,100,3.78,overcast clouds
662,Danielskuil,ZA,-28.1887,23.5395,59.79,53,0,3.29,clear sky
663,Leopold,AU,-38.1833,144.4667,77.0,57,4,13.8,clear sky
664,Mutsu,JP,41.2894,141.2169,51.01,100,75,3.44,light rain
665,Tromso,NO,69.6496,18.957,30.2,93,90,5.75,light snow
666,Kumba,CM,4.6363,9.4469,72.91,94,99,1.34,overcast clouds
667,Talmenka,RU,53.8183,83.5677,30.2,69,0,4.47,clear sky
668,Tateyama,JP,34.9833,139.8667,69.01,73,75,11.5,broken clouds
669,Lozuvatka,UA,48.0571,33.2858,41.0,65,90,4.47,overcast clouds
670,Dingle,PH,10.9995,122.6711,87.8,55,35,14.43,scattered clouds
671,Matara,LK,5.9485,80.5353,83.07,69,16,9.26,few clouds
672,Puerto Quijarro,BO,-17.7833,-57.7667,75.42,69,81,0.43,broken clouds
673,Havelock,US,34.8791,-76.9013,46.0,70,1,6.91,clear sky
674,Yabrud,SY,33.9674,36.6574,35.01,81,2,1.99,clear sky
675,Tutoia,BR,-2.7619,-42.2744,77.23,89,96,9.37,overcast clouds
676,Strezhevoy,RU,60.7333,77.5889,33.8,80,0,11.18,clear sky
677,Valparaiso,CL,-33.0393,-71.6273,57.0,83,31,4.05,scattered clouds
678,Ishigaki,JP,24.3448,124.1572,69.8,100,75,11.5,broken clouds
679,Tabuk,PH,17.4189,121.4443,86.27,50,0,3.71,clear sky
680,Denpasar,ID,-8.65,115.2167,86.0,79,20,5.75,few clouds
681,Sarrebourg,FR,48.7333,7.05,37.99,69,0,4.61,clear sky
682,Sakaiminato,JP,35.55,133.2333,60.8,94,75,3.44,light rain
683,Sorong,ID,-0.8833,131.25,84.72,71,100,4.56,overcast clouds
684,Harnai,PK,30.1005,67.9374,77.31,12,22,3.31,few clouds
685,Migori,KE,-1.0634,34.4731,62.33,89,100,6.08,light rain
